,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
457,Hyundai Grand,23,Comprehensive,Petrol,5,620,First Owner,Manual,2023,1197,8180,8180.0,1138.0,6.65
458,Maruti Baleno,19,Comprehensive,Petrol,5,45507,First Owner,Manual,2019,21,1197,1197.0,8180.0,6.49
459,Audi A8,15,Comprehensive,Diesel,4,58000,First Owner,Automatic,2015,16,2967,2967.0,24674.0,29.75
460,Mercedes-Benz S-Class,22,Comprehensive,Diesel,5,7000,First Owner,Automatic,2022,2925,28161,28161.0,600.0,1.55
461,Ford Ecosport,15,Comprehensive,Petrol,5,74095,Second Owner,Automatic,2015,16,1499,1499.0,110.0,5.37
462,BMW X3,22,Zero Dep,Petrol,5,8450,First Owner,Automatic,2022,19,5,5.0,,71.9
463,Mercedes-Benz S-Class,18,Comprehensive,Petrol,4,40000,First Owner,Automatic,2018,7,4663,4663.0,459.0,1.09
464,Maruti Alto,10,Comprehensive,Petrol,5,77684,Second Owner,Manual,2010,796,463,463.0,62.0,1.54
465,Audi Q5,22,Third Party insurance,Petrol,5,22900,First Owner,Automatic,2021,13,1984,1984.0,24559.0,54.8
466,Mercedes-Benz A-Class,,Third Party insurance,Diesel,5,10000,1950 cc,2022,Power Steering,147,320,320.0,17.0,42.0
467,Mercedes-Benz GLS,22,Comprehensive,Diesel,7,19000,Second Owner,Automatic,2022,2925,3258640000000,3258640000000.0,700.0,1.15
468,Hyundai Grand,14,Comprehensive,Petrol,5,74846,Second Owner,Manual,2014,18,1197,1197.0,82.0,3.1
469,Toyota Glanza,22,Comprehensive,Petrol,5,4500,First Owner,Manual,2022,22,1197,1197.0,8850.0,7.55
470,Hyundai i20,12,Comprehensive,Petrol,5,97722,Third Owner,Manual,2012,18,1197,1197.0,805200.0,2.27
471,Jeep Wrangler,23,Third Party insurance,Petrol,5,9000,First Owner,Automatic,2023,12,1998,1998.0,26530.0,70.0
472,Mercedes-Benz AMG,20,Third Party,Petrol,5,19000,First Owner,Automatic,2020,8,2999,2999.0,435.0,78.99
473,Honda City,15,Comprehensive,Petrol,5,79683,First Owner,Automatic,2015,18,1497,1497.0,1173.0,6.35
474,Maruti Swift,22,Comprehensive,Petrol,5,26000,First Owner,Automatic,2022,22,1197,1197.0,8850.0,7.95
475,BMW X1,16,Third Party insurance,Diesel,5,70000,Second Owner,Automatic,2016,20,1995,1995.0,188.0,15.5
476,Kia Seltos,19,Comprehensive,Petrol,5,85540,First Owner,Automatic,2019,16,1353,1353.0,13808.0,13.86
477,Mahindra XUV300,,Third Party insurance,Petrol,5,10000,First Owner,Manual,2023,1197,12873,12873.0,230.0,11.7
478,Maruti Baleno,19,Comprehensive,Petrol,5,50170,First Owner,Manual,2019,21,1197,1197.0,8180.0,6.87
479,BMW X7,20,Comprehensive,Diesel,7,44000,First Owner,Automatic,2020,13,2993,2993.0,26150.0,98.5
480,Mercedes-Benz C-Class,22,Comprehensive,Diesel,5,4000,First Owner,Automatic,2022,12,1950,1950.0,194.0,56.75
481,Maruti Wagon,15,Comprehensive,Petrol,5,37163,Second Owner,Manual,2015,998,671,671.0,90.0,3.18
482,MG Hector,22,Third Party insurance,Petrol,5,21003,First Owner,Automatic,2022,1451,141,141.0,250.0,18.75
483,BMW X3,18,Comprehensive,Diesel,5,49000,First Owner,Automatic,2018,16,1995,1995.0,1877.0,39.0
484,Maruti A-Star,11,Comprehensive,Petrol,5,89057,Second Owner,Automatic,2011,16,998,998.0,661.0,2.26
485,Mercedes-Benz C-Class,21,Comprehensive,Petrol,5,12000,First Owner,Automatic,2021,11,1950,1950.0,20115.0,44.5
486,Maruti Vitara,22,Comprehensive,Petrol,5,11000,First Owner,Automatic,2022,18,1462,1462.0,10326.0,9.99
487,Mercedes-Benz GLS,22,Comprehensive,Diesel,7,19000,Second Owner,Automatic,2022,2925,3258640000000,3258640000000.0,700.0,1.15
488,Hyundai Grand,14,Comprehensive,Petrol,5,74846,Second Owner,Manual,2014,18,1197,1197.0,82.0,3.1
489,Toyota Glanza,22,Comprehensive,Petrol,5,4500,First Owner,Manual,2022,22,1197,1197.0,8850.0,7.55
490,Hyundai i20,12,Comprehensive,Petrol,5,97722,Third Owner,Manual,2012,18,1197,1197.0,805200.0,2.27
491,Jeep Wrangler,23,Third Party insurance,Petrol,5,9000,First Owner,Automatic,2023,12,1998,1998.0,26530.0,70.0
492,Mercedes-Benz AMG,20,Third Party,Petrol,5,19000,First Owner,Automatic,2020,8,2999,2999.0,435.0,78.99
493,Honda City,15,Comprehensive,Petrol,5,79683,First Owner,Automatic,2015,18,1497,1497.0,1173.0,6.35
494,Maruti Swift,22,Comprehensive,Petrol,5,26000,First Owner,Automatic,2022,22,1197,1197.0,8850.0,7.95
495,BMW X1,16,Third Party insurance,Diesel,5,70000,Second Owner,Automatic,2016,20,1995,1995.0,188.0,15.5
496,Kia Seltos,19,Comprehensive,Petrol,5,85540,First Owner,Automatic,2019,16,1353,1353.0,13808.0,13.86
497,Mahindra XUV300,,Third Party insurance,Petrol,5,10000,First Owner,Manual,2023,1197,12873,12873.0,230.0,11.7
498,Maruti Baleno,19,Comprehensive,Petrol,5,50170,First Owner,Manual,2019,21,1197,1197.0,8180.0,6.87
499,BMW X7,20,Comprehensive,Diesel,7,44000,First Owner,Automatic,2020,13,2993,2993.0,26150.0,98.5
500,Mercedes-Benz C-Class,22,Comprehensive,Diesel,5,4000,First Owner,Automatic,2022,12,1950,1950.0,194.0,56.75
501,Maruti Wagon,15,Comprehensive,Petrol,5,37163,Second Owner,Manual,2015,998,671,671.0,90.0,3.18
502,MG Hector,22,Third Party insurance,Petrol,5,21003,First Owner,Automatic,2022,1451,141,141.0,250.0,18.75
503,BMW X3,18,Comprehensive,Diesel,5,49000,First Owner,Automatic,2018,16,1995,1995.0,1877.0,39.0
504,Maruti A-Star,11,Comprehensive,Petrol,5,89057,Second Owner,Automatic,2011,16,998,998.0,661.0,2.26
505,Mercedes-Benz C-Class,21,Comprehensive,Petrol,5,12000,First Owner,Automatic,2021,11,1950,1950.0,20115.0,44.5
506,Maruti Vitara,22,Comprehensive,Petrol,5,11000,First Owner,Automatic,2022,18,1462,1462.0,10326.0,9.99
507,Honda City,16,Comprehensive,Petrol,5,72692,First Owner,Manual,2016,17,1497,1497.0,1173.0,6.85
508,Ford Ecosport,16,Comprehensive,Petrol,5,47463,Second Owner,Automatic,2016,15,1499,1499.0,1104.0,6.33
509,Mercedes-Benz GLC,22,Zero Dep,Petrol,5,7651,First Owner,Automatic,2022,12,1991,1991.0,197.0,61.0
510,Honda City,14,Comprehensive,Petrol,5,69348,First Owner,Manual,2014,17,1497,1497.0,1173.0,6.19
511,Jaguar XJ,16,Comprehensive,Diesel,5,40000,First Owner,Automatic,2016,14,2993,2993.0,30173.0,32.5
512,Land Rover,20,Comprehensive,Petrol,5,18000,First Owner,Automatic,2020,15,1997,1997.0,247.0,80.0
513,Toyota Etios,11,Comprehensive,Petrol,5,51710,First Owner,Manual,2011,nan,nan,,,2.48
514,Hyundai Santro,,Third Party insurance,CNG,5,40000,Second Owner,Manual,2013,11,1086,1086.0,621.0,2.1
515,Mercedes-Benz GLS,16,Comprehensive,Diesel,7,84000,First Owner,Automatic,2016,11,2987,2987.0,258.0,46.21
516,Maruti Wagon,13,Comprehensive,Petrol,5,62411,First Owner,Manual,2013,998,671,671.0,90.0,2.9
517,Maruti Brezza,22,Third Party insurance,Petrol,5,22711,First Owner,Manual,2022,19,1462,1462.0,10165.0,11.35
518,Hyundai Grand,14,Comprehensive,Petrol,5,90576,First Owner,Manual,2014,18,1197,1197.0,82.0,3.37
519,Mercedes-Benz E-Class,18,Comprehensive,Diesel,5,44000,First Owner,Automatic,2018,17,2987,2987.0,2548.0,44.0
520,Maruti Swift,17,Comprehensive,Petrol,5,49000,First Owner,Manual,2017,1197,8180,8180.0,113.0,4.25
521,Hyundai Venue,20,Comprehensive,Petrol,5,40678,First Owner,Manual,2019,18,998,998.0,11835.0,9.24
522,Maruti Wagon,12,Comprehensive,Petrol,5,32000,First Owner,Manual,2012,998,6704,6704.0,90.0,2.2
523,Maruti Ertiga,20,Comprehensive,Petrol,7,27500,First Owner,Manual,2020,19,1462,1462.0,10326.0,10.5
524,Hyundai i20,18,Comprehensive,Petrol,5,92539,First Owner,Manual,2018,18,1197,1197.0,8183.0,5.28
525,BMW 3,21,Comprehensive,Petrol,5,21000,First Owner,Automatic,2021,15,1998,1998.0,25479.0,48.0
526,Maruti Baleno,20,Comprehensive,Petrol,5,6000,First Owner,Manual,2020,21,1197,1197.0,831.0,6.95
527,Honda City,16,Comprehensive,Petrol,5,72692,First Owner,Manual,2016,17,1497,1497.0,1173.0,6.85
528,Ford Ecosport,16,Comprehensive,Petrol,5,47463,Second Owner,Automatic,2016,15,1499,1499.0,1104.0,6.33
529,Mercedes-Benz GLC,22,Zero Dep,Petrol,5,7651,First Owner,Automatic,2022,12,1991,1991.0,197.0,61.0
530,Honda City,14,Comprehensive,Petrol,5,69348,First Owner,Manual,2014,17,1497,1497.0,1173.0,6.19
531,Jaguar XJ,16,Comprehensive,Diesel,5,40000,First Owner,Automatic,2016,14,2993,2993.0,30173.0,32.5
532,Land Rover,20,Comprehensive,Petrol,5,18000,First Owner,Automatic,2020,15,1997,1997.0,247.0,80.0
533,Toyota Etios,11,Comprehensive,Petrol,5,51710,First Owner,Manual,2011,nan,nan,,,2.48
534,Hyundai Santro,,Third Party insurance,CNG,5,40000,Second Owner,Manual,2013,11,1086,1086.0,621.0,2.1
535,Mercedes-Benz GLS,16,Comprehensive,Diesel,7,84000,First Owner,Automatic,2016,11,2987,2987.0,258.0,46.21
536,Maruti Wagon,13,Comprehensive,Petrol,5,62411,First Owner,Manual,2013,998,671,671.0,90.0,2.9
537,Maruti Brezza,22,Third Party insurance,Petrol,5,22711,First Owner,Manual,2022,19,1462,1462.0,10165.0,11.35
538,Hyundai Grand,14,Comprehensive,Petrol,5,90576,First Owner,Manual,2014,18,1197,1197.0,82.0,3.37
539,Mercedes-Benz E-Class,18,Comprehensive,Diesel,5,44000,First Owner,Automatic,2018,17,2987,2987.0,2548.0,44.0
540,Maruti Swift,17,Comprehensive,Petrol,5,49000,First Owner,Manual,2017,1197,8180,8180.0,113.0,4.25
541,Hyundai Venue,20,Comprehensive,Petrol,5,40678,First Owner,Manual,2019,18,998,998.0,11835.0,9.24
542,Maruti Wagon,12,Comprehensive,Petrol,5,32000,First Owner,Manual,2012,998,6704,6704.0,90.0,2.2
543,Maruti Ertiga,20,Comprehensive,Petrol,7,27500,First Owner,Manual,2020,19,1462,1462.0,10326.0,10.5
544,Hyundai i20,18,Comprehensive,Petrol,5,92539,First Owner,Manual,2018,18,1197,1197.0,8183.0,5.28
545,BMW 3,21,Comprehensive,Petrol,5,21000,First Owner,Automatic,2021,15,1998,1998.0,25479.0,48.0
546,Maruti Baleno,20,Comprehensive,Petrol,5,6000,First Owner,Manual,2020,21,1197,1197.0,831.0,6.95
547,Mahindra XUV700,22,Comprehensive,Petrol,7,5000,First Owner,Automatic,2022,1999,19713,19713.0,380.0,26.5
548,Tata Tiago,19,Comprehensive,Petrol,5,16570,First Owner,Manual,2019,23,1199,1199.0,8383.0,5.23
549,Maruti Wagon,22,Comprehensive,Petrol,5,11000,First Owner,Manual,2022,21,998,998.0,6705.0,5.75
550,Honda WR-V,17,Comprehensive,Petrol,5,39791,First Owner,Manual,2017,17,1199,1199.0,887.0,6.92
551,Mahindra XUV500,17,Comprehensive,Diesel,7,138000,First Owner,Manual,2017,16,2179,2179.0,140.0,6.95
552,Mercedes-Benz G,23,Comprehensive,Petrol,5,3000,First Owner,Automatic,2023,8,3982,3982.0,57663.0,4.0
553,Maruti Swift,12,Comprehensive,Petrol,5,94176,First Owner,Manual,2012,1197,8850,8850.0,113.0,2.67
554,Porsche Cayenne,23,Comprehensive,Petrol,5,11000,First Owner,Automatic,2023,12,3604,3604.0,420.0,1.47
555,Kia Seltos,19,Comprehensive,Petrol,5,30000,First Owner,Manual,2019,16,1353,1353.0,138.0,13.25
556,Volkswagen Taigun,22,Comprehensive,Petrol,5,49594,First Owner,Manual,2021,18,1498,1498.0,14751.0,13.37
557,Volkswagen Polo,12,Comprehensive,Petrol,5,60000,First Owner,Manual,2012,16,1198,1198.0,739.0,2.7
558,Honda Brio,16,Comprehensive,Petrol,5,76441,First Owner,Manual,2015,19,1198,1198.0,868.0,3.26
559,Mercedes-Benz M-Class,14,Third Party insurance,Diesel,5,75000,Second Owner,Automatic,2014,11,2987,2987.0,2548.0,17.75
560,Maruti Wagon,17,Comprehensive,Petrol,5,53000,First Owner,Automatic,2017,21,998,998.0,6705.0,3.95
561,Hyundai Creta,17,Comprehensive,Petrol,5,56572,First Owner,Manual,2017,15,1591,1591.0,1213.0,9.31
562,Maruti Baleno,18,Comprehensive,Petrol,5,27210,First Owner,Manual,2018,21,1197,1197.0,8180.0,6.0
563,Mercedes-Benz GLE,17,Comprehensive,Petrol,5,56000,First Owner,Automatic,2017,9,2996,2996.0,32855.0,45.75
564,Hyundai i20,14,Comprehensive,Petrol,5,62677,First Owner,Manual,2014,18,1197,1197.0,8183.0,4.92
565,Maruti Baleno,23,Comprehensive,Petrol,5,18000,First Owner,Manual,2023,22,1197,1197.0,8850.0,7.5
566,BMW 5,19,Comprehensive,Diesel,5,35000,First Owner,Automatic,2019,20,1995,1995.0,18774.0,45.0
567,Mahindra XUV700,22,Comprehensive,Petrol,7,5000,First Owner,Automatic,2022,1999,19713,19713.0,380.0,26.5
568,Tata Tiago,19,Comprehensive,Petrol,5,16570,First Owner,Manual,2019,23,1199,1199.0,8383.0,5.23
569,Maruti Wagon,22,Comprehensive,Petrol,5,11000,First Owner,Manual,2022,21,998,998.0,6705.0,5.75
570,Honda WR-V,17,Comprehensive,Petrol,5,39791,First Owner,Manual,2017,17,1199,1199.0,887.0,6.92
571,Mahindra XUV500,17,Comprehensive,Diesel,7,138000,First Owner,Manual,2017,16,2179,2179.0,140.0,6.95
572,Mercedes-Benz G,23,Comprehensive,Petrol,5,3000,First Owner,Automatic,2023,8,3982,3982.0,57663.0,4.0
573,Maruti Swift,12,Comprehensive,Petrol,5,94176,First Owner,Manual,2012,1197,8850,8850.0,113.0,2.67
574,Porsche Cayenne,23,Comprehensive,Petrol,5,11000,First Owner,Automatic,2023,12,3604,3604.0,420.0,1.47
575,Kia Seltos,19,Comprehensive,Petrol,5,30000,First Owner,Manual,2019,16,1353,1353.0,138.0,13.25
576,Volkswagen Taigun,22,Comprehensive,Petrol,5,49594,First Owner,Manual,2021,18,1498,1498.0,14751.0,13.37
577,Volkswagen Polo,12,Comprehensive,Petrol,5,60000,First Owner,Manual,2012,16,1198,1198.0,739.0,2.7
578,Honda Brio,16,Comprehensive,Petrol,5,76441,First Owner,Manual,2015,19,1198,1198.0,868.0,3.26
579,Mercedes-Benz M-Class,14,Third Party insurance,Diesel,5,75000,Second Owner,Automatic,2014,11,2987,2987.0,2548.0,17.75
580,Maruti Wagon,17,Comprehensive,Petrol,5,53000,First Owner,Automatic,2017,21,998,998.0,6705.0,3.95
581,Hyundai Creta,17,Comprehensive,Petrol,5,56572,First Owner,Manual,2017,15,1591,1591.0,1213.0,9.31
582,Maruti Baleno,18,Comprehensive,Petrol,5,27210,First Owner,Manual,2018,21,1197,1197.0,8180.0,6.0
583,Mercedes-Benz GLE,17,Comprehensive,Petrol,5,56000,First Owner,Automatic,2017,9,2996,2996.0,32855.0,45.75
584,Hyundai i20,14,Comprehensive,Petrol,5,62677,First Owner,Manual,2014,18,1197,1197.0,8183.0,4.92
585,Maruti Baleno,23,Comprehensive,Petrol,5,18000,First Owner,Manual,2023,22,1197,1197.0,8850.0,7.5
586,BMW 5,19,Comprehensive,Diesel,5,35000,First Owner,Automatic,2019,20,1995,1995.0,18774.0,45.0
587,BMW X5,19,Comprehensive,Diesel,5,38000,Second Owner,Automatic,2019,13,2993,2993.0,26150.0,46.21
588,Renault Captur,18,Comprehensive,Diesel,5,109495,First Owner,Manual,2018,20,1461,1461.0,10849.0,6.53
589,Toyota Etios,11,Comprehensive,Petrol,5,54214,First Owner,Manual,2011,nan,nan,,,2.55
590,Audi A4,15,Third Party insurance,Diesel,5,43600,Second Owner,Automatic,2015,17,1968,1968.0,17433.0,11.9
591,Mercedes-Benz C-Class,20,Comprehensive,Diesel,5,30000,First Owner,Automatic,2020,12,1950,1950.0,194.0,37.5
592,Maruti SX4,18,Comprehensive,Diesel,5,45240,First Owner,Manual,2018,25,1248,1248.0,885.0,7.34
593,Datsun RediGO,18,Comprehensive,Petrol,5,3600,First Owner,Manual,2018,22,999,999.0,67.0,3.45
594,Mercedes-Benz G,23,Comprehensive,Diesel,5,36000,First Owner,Automatic,2021,8,2925,2925.0,28161.0,2.05
595,Maruti Baleno,21,Comprehensive,Petrol,5,59090,First Owner,Manual,2020,21,1197,1197.0,8180.0,6.42
596,Audi Q3,12,Comprehensive,Diesel,5,126000,First Owner,Automatic,2012,15,1968,1968.0,17433.0,6.5
597,Hyundai Grand,15,Comprehensive,Petrol,5,70717,First Owner,Manual,2014,18,1197,1197.0,82.0,3.86
598,Mercedes-Benz S-Class,14,Comprehensive,Petrol,5,65000,First Owner,Automatic,2014,7,5461,5461.0,3629.0,47.5
599,Honda City,13,Comprehensive,Petrol,5,73086,Second Owner,Manual,2013,17,1497,1497.0,1173.0,3.75
600,Tata Nexon,20,Comprehensive,Petrol,5,51690,First Owner,Manual,2020,17,1199,1199.0,11835.0,8.52
601,BMW X1,18,Comprehensive,Diesel,5,49000,First Owner,Automatic,2018,20,1995,1995.0,188.0,19.45
602,Mercedes-Benz E-Class,19,Comprehensive,Petrol,5,25000,First Owner,Automatic,2019,15,1991,1991.0,1944.0,49.75
603,Hyundai Santro,19,Comprehensive,Petrol,5,23592,First Owner,Manual,2019,20,1086,1086.0,68.0,4.71
604,Honda City,14,Comprehensive,Petrol,5,69000,Second Owner,Manual,2014,17,1497,1497.0,1173.0,4.9
605,Hyundai Creta,16,Comprehensive,Petrol,5,70000,First Owner,Automatic,2016,14,1591,1591.0,1213.0,7.95
606,Mercedes-Benz S-Class,23,Comprehensive,Petrol,5,3500,First Owner,Automatic,2023,2999,36207,36207.0,500.0,1.78
607,Honda Brio,15,Comprehensive,Petrol,5,64155,First Owner,Manual,2015,19,1198,1198.0,868.0,3.18
608,Mercedes-Benz A,18,Comprehensive,Diesel,5,38000,First Owner,Automatic,2018,20,2143,2143.0,1073.0,17.49
609,Hyundai Xcent,17,Comprehensive,Petrol,5,68018,First Owner,Manual,2017,20,1197,1197.0,8186.0,4.12
610,Toyota Hyryder,22,Comprehensive,Petrol,5,14000,First Owner,Manual,2022,19,1462,1462.0,10164.0,19.9
611,Honda WR-V,18,Comprehensive,Petrol,5,29846,First Owner,Manual,2018,17,1199,1199.0,887.0,7.6
612,Tata Tiago,17,Comprehensive,Petrol,5,26092,First Owner,Manual,2017,23,1199,1199.0,8383.0,4.5
613,Maruti Swift,19,Comprehensive,Petrol,5,50823,First Owner,Manual,2019,1197,8180,8180.0,113.0,5.5
614,BMW X6,20,Third Party insurance,Petrol,5,5200,First Owner,Automatic,2020,10,2998,2998.0,33525.0,69.75
615,Mahindra Marazzo,19,Comprehensive,Diesel,7,36050,First Owner,Manual,2018,17,1497,1497.0,121.0,8.99
616,Honda City,17,Comprehensive,Petrol,5,90932,First Owner,Automatic,2017,18,1497,1497.0,1176.0,7.86
617,Tata Harrier,21,Comprehensive,Diesel,5,53000,First Owner,Automatic,2021,14,1956,1956.0,16767.0,20.0
618,Mercedes-Benz C-Class,21,Zero Dep,Diesel,5,11848,Second Owner,Automatic,2020,12,1950,1950.0,194.0,39.9
619,Honda Mobilio,14,Comprehensive,Petrol,7,73580,First Owner,Manual,2014,17,1497,1497.0,1173.0,4.66
620,Jeep Compass,19,Comprehensive,Petrol,5,22600,First Owner,Automatic,2019,16,1368,1368.0,160.0,14.9
621,Audi A4,19,Comprehensive,Diesel,5,36000,First Owner,Automatic,2019,18,1968,1968.0,18774.0,27.5
622,Tata Altroz,21,Comprehensive,Diesel,5,44275,First Owner,Manual,2021,1497,8877,8877.0,200.0,6.2
623,Hyundai i20,20,Comprehensive,Petrol,5,52000,First Owner,Manual,2020,18,1197,1197.0,8186.0,6.25
624,BMW X1,,Third Party insurance,Diesel,5,30000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
625,Tata Safari,21,Comprehensive,Diesel,7,26000,Second Owner,Automatic,2021,14,1956,1956.0,16767.0,20.0
626,Maruti Ciaz,18,Comprehensive,Petrol,5,45239,First Owner,Manual,2018,20,1373,1373.0,911.0,6.33
627,Mercedes-Benz GLA,17,Comprehensive,Petrol,5,51000,Second Owner,Automatic,2017,13,1991,1991.0,183.0,21.0
628,Maruti Vitara,19,Comprehensive,Diesel,5,102973,First Owner,Automatic,2019,24,1248,1248.0,885.0,7.99
629,Audi A6,16,Comprehensive,Diesel,5,87000,Second Owner,Automatic,2016,18,1968,1968.0,18774.0,19.0
630,Maruti Swift,,Third Party insurance,Petrol,5,40000,Second Owner,Manual,2014,19,1197,1197.0,858.0,3.7
631,Hyundai Grand,15,Comprehensive,Petrol,5,63952,Second Owner,Manual,2014,18,1197,1197.0,82.0,3.55
632,Mahindra XUV500,18,Comprehensive,Diesel,7,58000,Second Owner,Automatic,2018,15,2179,2179.0,15287.0,12.0
633,Audi Q8,23,Comprehensive,Petrol,5,7000,First Owner,Automatic,2023,9,2995,2995.0,340.0,1.12
634,Tata Nexon,19,Comprehensive,Petrol,5,46310,First Owner,Automatic,2019,17,1198,1198.0,1085.0,8.74
635,MG Hector,20,Comprehensive,Petrol,6,42000,First Owner,Automatic,2020,11,1451,1451.0,141.0,16.0
636,Honda City,15,Comprehensive,Petrol,5,94498,First Owner,Manual,2015,17,1497,1497.0,1173.0,5.81
637,Volvo XC60,22,Comprehensive,Petrol,5,9300,First Owner,Automatic,2022,11,1969,1969.0,250.0,66.0
638,BMW X5,19,Comprehensive,Diesel,5,37000,First Owner,Automatic,2019,13,2993,2993.0,26150.0,71.99
639,Honda WR-V,19,Comprehensive,Diesel,5,144234,First Owner,Manual,2019,25,1498,1498.0,986.0,5.52
640,Maruti Swift,17,Comprehensive,Petrol,5,48000,First Owner,Manual,2017,20,1197,1197.0,8314.0,5.1
641,Land Rover,21,Comprehensive,Petrol,5,19000,Second Owner,Automatic,2021,15,1997,1997.0,24674.0,80.0
642,Hyundai i20,16,Comprehensive,Petrol,5,114658,First Owner,Manual,2016,18,1197,1197.0,8183.0,5.21
643,Audi A4,15,Comprehensive,Diesel,5,71000,First Owner,Automatic,2015,17,1968,1968.0,17433.0,12.65
644,Maruti Swift,22,Comprehensive,Petrol,5,8000,First Owner,Manual,2022,1197,8850,8850.0,113.0,5.95
645,Tata Safari,21,Comprehensive,Diesel,7,26000,Second Owner,Automatic,2021,14,1956,1956.0,16767.0,20.0
646,Maruti Ciaz,18,Comprehensive,Petrol,5,45239,First Owner,Manual,2018,20,1373,1373.0,911.0,6.33
647,Mercedes-Benz GLA,17,Comprehensive,Petrol,5,51000,Second Owner,Automatic,2017,13,1991,1991.0,183.0,21.0
648,Maruti Vitara,19,Comprehensive,Diesel,5,102973,First Owner,Automatic,2019,24,1248,1248.0,885.0,7.99
649,Audi A6,16,Comprehensive,Diesel,5,87000,Second Owner,Automatic,2016,18,1968,1968.0,18774.0,19.0
650,Maruti Swift,,Third Party insurance,Petrol,5,40000,Second Owner,Manual,2014,19,1197,1197.0,858.0,3.7
651,Hyundai Grand,15,Comprehensive,Petrol,5,63952,Second Owner,Manual,2014,18,1197,1197.0,82.0,3.55
652,Mahindra XUV500,18,Comprehensive,Diesel,7,58000,Second Owner,Automatic,2018,15,2179,2179.0,15287.0,12.0
653,Audi Q8,23,Comprehensive,Petrol,5,7000,First Owner,Automatic,2023,9,2995,2995.0,340.0,1.12
654,Tata Nexon,19,Comprehensive,Petrol,5,46310,First Owner,Automatic,2019,17,1198,1198.0,1085.0,8.74
655,MG Hector,20,Comprehensive,Petrol,6,42000,First Owner,Automatic,2020,11,1451,1451.0,141.0,16.0
656,Honda City,15,Comprehensive,Petrol,5,94498,First Owner,Manual,2015,17,1497,1497.0,1173.0,5.81
657,Volvo XC60,22,Comprehensive,Petrol,5,9300,First Owner,Automatic,2022,11,1969,1969.0,250.0,66.0
658,BMW X5,19,Comprehensive,Diesel,5,37000,First Owner,Automatic,2019,13,2993,2993.0,26150.0,71.99
659,Honda WR-V,19,Comprehensive,Diesel,5,144234,First Owner,Manual,2019,25,1498,1498.0,986.0,5.52
660,Maruti Swift,17,Comprehensive,Petrol,5,48000,First Owner,Manual,2017,20,1197,1197.0,8314.0,5.1
661,Land Rover,21,Comprehensive,Petrol,5,19000,Second Owner,Automatic,2021,15,1997,1997.0,24674.0,80.0
662,Hyundai i20,16,Comprehensive,Petrol,5,114658,First Owner,Manual,2016,18,1197,1197.0,8183.0,5.21
663,Audi A4,15,Comprehensive,Diesel,5,71000,First Owner,Automatic,2015,17,1968,1968.0,17433.0,12.65
664,Maruti Swift,22,Comprehensive,Petrol,5,8000,First Owner,Manual,2022,1197,8850,8850.0,113.0,5.95
665,BMW X3,18,Comprehensive,Diesel,5,28000,First Owner,Automatic,2018,16,1995,1995.0,1877.0,39.9
666,Honda WR-V,19,Comprehensive,Petrol,5,38616,First Owner,Manual,2019,17,1199,1199.0,887.0,7.41
667,Skoda Octavia,19,Comprehensive,Petrol,5,30000,First Owner,Automatic,2019,15,1798,1798.0,178.0,21.5
668,Hyundai i20,18,Comprehensive,Petrol,5,33093,First Owner,Manual,2018,18,1197,1197.0,8183.0,6.81
669,BMW X1,19,Comprehensive,Diesel,5,33000,First Owner,Automatic,2019,17,1995,1995.0,184.0,29.0
670,Toyota Innova,19,Comprehensive,Diesel,7,57000,First Owner,Automatic,2019,11,2755,2755.0,1715.0,17.5
671,Renault Duster,18,Comprehensive,Diesel,5,75206,First Owner,Manual,2018,19,1461,1461.0,838.0,6.49
672,Jeep Compass,,Third Party insurance,Petrol,5,40000,Second Owner,Automatic,2019,16,1368,1368.0,160.0,15.0
673,Mercedes-Benz CLA,16,Third Party insurance,Diesel,5,42000,Second Owner,Automatic,2016,17,2143,2143.0,136.0,17.6
674,Hyundai Grand,17,Comprehensive,Petrol,5,96241,First Owner,Manual,2016,18,1197,1197.0,82.0,3.77
675,Maruti Ertiga,22,Comprehensive,CNG,7,34214,First Owner,Manual,2022,26,1462,1462.0,8663.0,12.75
676,Maruti Ciaz,15,Comprehensive,Petrol,5,55818,First Owner,Manual,2015,20,1373,1373.0,911.0,6.61
677,Land Rover,20,Comprehensive,Petrol,5,80000,First Owner,Automatic,2020,15,1997,1997.0,24674.0,68.0
678,Maruti Wagon,,Third Party insurance,CNG,5,40000,First Owner,Manual,2018,26,998,998.0,5816.0,4.0
679,Maruti Wagon,15,Comprehensive,Petrol,5,70516,First Owner,Manual,2015,998,671,671.0,90.0,3.11
680,Maruti Wagon,20,Comprehensive,Petrol,5,48000,First Owner,Automatic,2020,20,1197,1197.0,8180.0,5.75
681,BMW 5,15,Third Party insurance,Diesel,5,94000,First Owner,Automatic,2015,20,1995,1995.0,18774.0,16.9
682,Hyundai Creta,16,Comprehensive,Petrol,5,80627,First Owner,Manual,2016,15,1591,1591.0,1213.0,8.16
683,Skoda Rapid,15,Comprehensive,Petrol,5,49000,First Owner,Automatic,2015,14,1598,1598.0,10352.0,5.25
684,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
